项目管理中心策划设计业务收入台账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
合同基本信息,,,,,,,,,,,,,各部门合同额,,,,,,,,,,,,,,,收款条件,,,,节点执行情况,,,,,,,,,,,业务部门履约进展,,,累计,,,,,,各部门收入分配,,,,,,,,,,,,,,各部门回款分配,,,,,,,,,,,,,,法律合规,,,,开始时间,45323.00 ,,,,,,,,,
序号,区域,签订日期,项目名称,项目编号, ,合同编号,类型,甲方合同编号,"甲方单位
名称",总建面,单价描述,合同总金额,客研,创作中心,创作一室,创作二室,创作三室,工程中心,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,D e si g n R,项目管理,外委归属部门,次序,合同付款节点,比例,合同节点金额,收入金额,形式,收入日期,产值确认金额,产值确认日期,实际开票金额,开票日期,回款金额,回款时间,应收账款,备注,设计进度,"商务
沟通情况",成果确认单确认日期,累计收入,累计开票金额,累计回款金额,剩余收入,已确认收入未开票,已开票未回款,客研,创作中心,创作一室,创作二室,创作三室,工程,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,DesignR,项目管理,客研,创作中心,创作一室,创作二室,创作三室,工程,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,DesignR,项目管理,形成方式,合同审批方式,,,结束时间,45351.00 ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00 ,景观工程竣工验收合格，本合同办理完成结算且乙方提供发票等请款资料后2个月内(付款审批流程完成后),支付至景观整体设计费结算金额的100%,5572.44 ,5572.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5572.44 ,,,,,,,,,,,,,,5572.44 ,,,,,,,,,,,,,,,
,,,,,,,样板间精装,,,,,632535.00 ,,,,,,,,,,,,,,632535.00 ,项目管理中心,1.00 ,合同签订并提交第一版概念性方案后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至样板间暂估精装设计费的15%,94880.25 ,94880.25 ,预估,46142.00 ,,,,,94880.25 ,46142.00 ,,,,,,,,,,,,,,,,,,,,,,,,,94880.25 ,,,,,,,,,,,,,,94880.25 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,精装概念设计完成经甲方确认后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至样板间暂估精装设计费的35%,126507.00 ,126507.00 ,预估,46142.00 ,,,,,126507.00 ,46142.00 ,,,,,,,,,,,,,,,,,,,,,,,,,126507.00 ,,,,,,,,,,,,,,126507.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,精装方案扩初设计完成经甲方确认后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至样板间暂估精装设计费的50%,94880.25 ,94880.25 ,预估,46142.00 ,,,,,94880.25 ,46142.00 ,,,,,,,,,,,,,,,,,,,,,,,,,94880.25 ,,,,,,,,,,,,,,94880.25 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,精装施工图设计完成经甲方确认后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至样板间暂估精装设计费的80%,189760.50 ,189760.50 ,预估,46142.00 ,,,,,189760.50 ,46142.00 ,,,,,,,,,,,,,,,,,,,,,,,,,189760.50 ,,,,,,,,,,,,,,189760.50 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00 ,精装修竣工验收完成后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至样板间暂估精装设计费的95%,94880.25 ,94880.25 ,预估,46142.00 ,,,,,94880.25 ,46142.00 ,,,,,,,,,,,,,,,,,,,,,,,,,94880.25 ,,,,,,,,,,,,,,94880.25 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00 ,结算完成后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至样板间精装设计费结算金额的100%,31626.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31626.75 ,,,,,,,,,,,,,,31626.75 ,,,,,,,,,,,,,,,
,,,,,,,棋牌室精装,,,,,102400.00 ,,,,,,,,,,,,,,102400.00 ,项目管理中心,1.00 ,合同签订并提交第一版概念性方案后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至棋牌室暂估精装设计费的15%,15360.00 ,15360.00 ,预估,46142.00 ,,,,,15360.00 ,46142.00 ,,,,,,,,,,,,,,,,,,,,,,,,,15360.00 ,,,,,,,,,,,,,,15360.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,精装概念设计完成经甲方确认后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至棋牌室暂估精装设计费的35%,20480.00 ,20480.00 ,预估,46142.00 ,,,,,20480.00 ,46142.00 ,,,,,,,,,,,,,,,,,,,,,,,,,20480.00 ,,,,,,,,,,,,,,20480.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,精装方案扩初设计完成经甲方确认后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至棋牌室暂估精装设计费的50%,15360.00 ,15360.00 ,预估,46142.00 ,,,,,15360.00 ,46142.00 ,,,,,,,,,,,,,,,,,,,,,,,,,15360.00 ,,,,,,,,,,,,,,15360.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,精装施工图设计完成经甲方确认后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至棋牌室暂估精装设计费的80%,30720.00 ,30720.00 ,预估,46142.00 ,,,,,30720.00 ,46142.00 ,,,,,,,,,,,,,,,,,,,,,,,,,30720.00 ,,,,,,,,,,,,,,30720.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00 ,精装修竣工验收完成后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至棋牌室暂估精装设计费的95%,15360.00 ,15360.00 ,预估,46142.00 ,,,,,15360.00 ,46142.00 ,,,,,,,,,,,,,,,,,,,,,,,,,15360.00 ,,,,,,,,,,,,,,15360.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00 ,结算完成后15个工作日内请款且乙方提供发票等请款资料，次月30日前付款。,支付至棋牌室精装设计费结算金额的100%,5120.00 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,批量精装,,,,,321376.00 ,,,,,,,,,,,,321376.00 ,,,精装中心,1.00 ,合同签订并提交第一版概念性方案后 15 个工作日内请款，乙方按照甲方审核后的金额，开具相应金额的增值税专用发票及提交请款资料，由甲方于审核后次月30日前进行进度款支付。,支付至批量精装暂定金额的 15%,48206.40 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,"完成大区精装概念设计,提交成果并得到甲方认可后15个工作日内请款，乙方按照甲方审核后的金额，开具相应金额的增值税专用发票及提交请款资料，由甲方于审核后次月30日前进行进度款支付。",支付至批量精装暂定金额的 35%,64275.20 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,完成大方案扩初设计阶段最终成果，经甲方书面确认后15个工作日内请款，乙方按照甲方审核后的金额，开具相应金额的增值税专用发票及提交请款资料，由甲方于审核后次月30日前进行进度款支付。,支付至批量精装暂定金额的 50%,48206.40 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,"完成大区精装施工图设计,提交成果并得到甲方认可后15个工作日内请款，乙方按照甲方审核后的金额，开具相应金额的增值税专用发票及提交请款资料，由甲方于审核后次月30日前进行进度款支付。",支付至批量精装暂定金额的80%,96412.80 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00 ,大区精装修竣工验收完成，竣工后15个工作日内请款，乙方按照甲方审核后的金额，开具相应金额的增值税专用发票及提交请款资料，由甲方于审核后次月30日前进行进度款支付。,支付至批量精装暂定金额的95%,48206.40 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00 ,结算完成，后15个工作日内请款，乙方按照甲方审核后的金额，开具相应金额的增值税专用发票及提交请款资料，由甲方于审核后次月30日前进行结算款支付。,支付至批量精装结算 金额的100%,16068.80 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,品质车库,,,,,110642.28 ,,,,,,,,,,,,,,110642.28 ,项目管理中心,1.00 ,乙方提交本项目工作方案经甲方确认后15个工作日内请款，乙方按照甲方审核后的金额，开具相应金额的增值税专用发票及提交请款资料，次月30日前付款。,支付至品质车库暂定设计费的20%,22128.46 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,本项目取得施工图审查合格书后 15个工作日内请款，乙方按照甲方审核后的金额，开具相应金额的增值税专用发票及提交请款资料，次月 30 日前付款。,支付至品质车库暂定设计费的50%,33192.68 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,提供施工图经甲方确认后15个工作日内请款，乙方按照甲方审核后的金额，开具相应金额的增值税专用发票及提交请款资料，次月 30 日前付款。,支付至品质车库暂定设计费的90%,44256.91 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,整体项目竣工验收完成后15个工作日内请款，乙方按照甲方审核后的金额，开具相应金额的增值税专用发票及提交请款资料，次月30日前付款,支付至品质车库设计费结算金额的100%,11064.23 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,外部,45040.00 ,际华园荷府项目（际华贵港项目）,,"际华园荷府项目工程规划及方案设计合同
",CRCCRE-SJ-CZ-2023-001,方案,,贵港新兴城投有限责任公司,总建面406636.07,,2200000.00 ,,,,2200000.00 ,,,,,,,,,,,,1-预付款,合同生效后,0.10 ,220000.00 ,220000.00 ,产值确认单,45068.00 ,220000.00 ,45068.00 ,220000.00 ,45068.00 ,220000.00 ,45075.00 ,0.00 ,,,,,,,,,,,,,,207460.00 ,,,,10340.00 ,,,,,,2200.00 ,,,,207460.00 ,,,,10340.00 ,,,,,,2200.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-修建性详细规划,通过修建性详细规划报建，核算面积以取得政府批复面积为准,0.20 ,440000.00 ,440000.00 ,产值确认单,45084.00 ,440000.00 ,45084.00 ,440000.00 ,45085.00 ,440000.00 ,45128.00 ,0.00 ,,,,,,,,,,,,,,414920.00 ,,,,20680.00 ,,,,,,4400.00 ,,,,414920.00 ,,,,20680.00 ,,,,,,4400.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-修建性详细规划,通过修建性详细规划报建，核算面积以取得政府批复面积为准,0.15 ,330000.00 ,330000.00 ,产值确认单,45211.00 ,330000.00 ,45211.00 ,330000.00 ,45211.00 ,330000.00 ,45225.00 ,0.00 ,,,,,,,,,,,,,,311190.00 ,,,,15510.00 ,,,,,,3300.00 ,,,,311190.00 ,,,,15510.00 ,,,,,,3300.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-单体建筑方案设计(根据开发节奏划定的地块）,乙方提交方案设计成果并经甲方确认后,0.15 ,330000.00 ,330000.00 ,产值确认单,45211.00 ,330000.00 ,45211.00 ,330000.00 ,45211.00 ,330000.00 ,45225.00 ,0.00 ,,,,,,,,,,,,,,311190.00 ,,,,15510.00 ,,,,,,3300.00 ,,,,311190.00 ,,,,15510.00 ,,,,,,3300.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05 ,110000.00 ,110000.00 ,,,,,,,110000.00 ,,,,,,,,,,,,,,,,103730.00 ,,,,5170.00 ,,,,,,1100.00 ,,,,103730.00 ,,,,5170.00 ,,,,,,1100.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,方案确认稿——建筑方案设计通过政府主管部门审批通过，取得工程规划许可证。,0.10 ,220000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5-施工配合(根据开发节奏划定的
地块)",取得施工图审查合格证，审核效果类的专项设计(包括但不限于装修、景观、幕墙、泛光、标识等)及施工图纸，并提供审查报告；完成结算办理工作。,0.10 ,220000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,施工配合阶段对设计材料，样板，效果优化调整进行配合，确保原创方案设计效果落地。根据发包人指令参与施工现场的巡检。,0.10 ,220000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,现场竣工验收完成后。,0.05 ,110000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,中南,44449.00 ,"长沙杉木村项目
（湘语洺悦）
（完成）",CRCCRE-DC-XM-2021-016,长沙杉木村045号地块项目规划建筑方案设计合同,CRCCRE-SJ-CZ-2021-011,方案+咨询,,长沙京蓉房地产开发有限公司,91539.82 ,"方案设计：
13元/㎡
施工图咨询：
5元/㎡",1647716.76 ,0.00 ,0.00 ,0.00 ,1122186.65 ,0.00 ,0.00 ,0.00 ,513629.93 ,0.00 ,0.00 ,0.00 ,0.00 ,,11900.18 ,/,方案-1,合同签订15个工作日内支付,0.20 ,238003.53 ,709261.80 ,产值确认单,44482.00 ,709261.80 ,44462.00 ,709261.80 ,44482.00 ,709261.80 ,44554.00 ,,,同节点,,,1647716.76 ,1647716.76 ,1647716.76 ,0.00 ,0.00 ,0.00 ,,,,655357.90 ,,,,32626.05 ,,,,,,21277.85 ,,,,655357.90 ,,,,32626.05 ,,,,,,21277.85 ,直接委托,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,方案-2,方案调整、修改完成并通过政府审查后（规划复函）15个工作日内支付,0.40 ,476007.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,方案-3,甲方取得《规划许可证》之日起15个工作日内,0.35 ,416506.18 ,413736.05 ,产值确认单,44508.00 ,413736.05 ,44508.00 ,413736.05 ,44508.00 ,413736.05 ,44554.00 ,,,,,,,,,,,,,,,382292.11 ,,,,19031.86 ,,,,,,12412.08 ,,,,382292.11 ,,,,19031.86 ,,,,,,12412.08 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,方案-4,施工配合、竣工验收完成、结算完毕15个工作日内，按照《规划许可证》建筑面积进行结算,0.05 ,59500.88 ,59500.88 ,产值确认单,45282.00 ,59500.88 ,45282.00 ,67019.81 ,45614.00 ,67019.81 ,45653.00 ,,,,,,,,,,,,,,,56109.33 ,,,,2796.54 ,,,,,,595.01 ,,,,61926.30 ,,,,3082.91 ,,,,,,2010.60 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7518.93 ,开票,45614.00 ,7518.93 ,45614.00 ,,,,,,,,,,,,,,,,,,,5816.97 ,,,,286.37 ,,,,,,1415.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-1,合同签订后，甲方提交首批设计资料给乙方后，15个工作日内支付施工图设计咨询费,0.20 ,91539.82 ,90931.00 ,产值确认单,44482.00 ,90931.00 ,44462.00 ,90931.00 ,44515.00 ,90931.00 ,44554.00 ,,,,,,,,,,,,,,,,,,,90931.00 ,,,,,,,,,,,,,,90931.00 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-2,乙方提交全专业施工图设计咨询报告后，并经甲方认可后15个工作日内支付施工图设计咨询费,0.60 ,274619.46 ,366768.10 ,产值确认单,44555.00 ,366768.10 ,44545.00 ,366768.10 ,45614.00 ,366768.10 ,45653.00 ,,,,甲方人手不足协调不开，暂时没法请款,,,,,,,,,,,,,,,366768.10 ,,,,,,,,,,,,,,366768.10 ,,,,,,,,,366768.10 ,0.00 ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-3,甲方完成施工图审查并取得审查合格证后15个工作日内支付施工图设计咨询费，按照《规划许可证》建筑面积进行结算,0.20 ,91539.82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,中南,44479.00 ,南昌经开区JQ3030-E03项目（完成）,CRCCRE-DC-XM-2021-024,中国铁建·知语拾光项目规划建筑方案设计及建筑设计咨询服务合同,CRCCRE-SJ-CZ-2021-012,方案+咨询,CRCCRE-ZN-NC-JY-QQ-2021-001,南昌京源房地产开发有限公司,136603.00 ,"方案设计：
10元/㎡
施工图咨询：5元/㎡",2049045.00 ,0.00 ,0.00 ,0.00 ,248289.61 ,0.00 ,0.00 ,0.00 ,15080.97 ,0.00 ,0.00 ,0.00 ,,,9835.42 ,/,方案-1,合同签订15个工作日内支付,0.20 ,273206.00 ,273206.00 ,产值确认单,44515.00 ,273206.00 ,44515.00 ,273206.00 ,44515.00 ,273206.00 ,44551.00 ,,,,,,2148187.90 ,2146473.70 ,2146473.70 ,-99142.90 ,1714.20 ,0.00 ,,,,248289.61 ,,,,15080.97 ,,,,,,9835.42 ,,,,248289.61 ,,,,15080.97 ,,,,,,9835.42 ,直接委托,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,496579.23 ,0.00 ,0.00 ,0.00 ,30161.94 ,0.00 ,0.00 ,0.00 ,,,19670.83 ,,方案-2,方案调整、修改完成并通过政府审查后（规划复函）15个工作日内支付,0.40 ,546412.00 ,546412.00 ,产值确认单,44515.00 ,546412.00 ,44515.00 ,546412.00 ,44515.00 ,546412.00 ,44551.00 ,,,,,,,,,,,,,,,496579.23 ,,,,30161.94 ,,,,,,19670.83 ,,,,496579.23 ,,,,30161.94 ,,,,,,19670.83 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,450161.53 ,0.00 ,0.00 ,0.00 ,27948.97 ,0.00 ,0.00 ,0.00 ,,,0.00 ,,方案-3,甲方取得《规划许可证》之日起15个工作日内,0.35 ,478110.50 ,478110.50 ,产值确认单,44555.00 ,478110.50 ,44547.00 ,478110.50 ,44754.00 ,478110.50 ,44768.00 ,,,,方案3月份报完再请款,,,,,,,,,,,450161.53 ,,,,27948.97 ,,,,,,,,,,450161.53 ,,,,27948.97 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,64449.30 ,0.00 ,0.00 ,0.00 ,3852.20 ,0.00 ,0.00 ,0.00 ,,,0.00 ,,方案-4,施工配合、竣工验收完成、结算完毕15个工作日内，按照《规划许可证》建筑面积进行结算,0.05 ,68301.50 ,68301.50 ,产值确认单,45282.00 ,68301.50 ,45282.00 ,66587.30 ,45862.00 ,66587.30 ,45989.00 ,,规划许可证面积为136431.58㎡,,,,,,,,,,,,,64449.30 ,,,,3852.20 ,,,,,,,,,,62831.78 ,,,,3755.52 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,54641.20 ,0.00 ,0.00 ,0.00 ,81961.80 ,0.00 ,0.00 ,0.00 ,,,0.00 ,,咨询-1,合同签订后，甲方提交首批设计资料给乙方后，15个工作日内支付施工图设计咨询费,0.20 ,136603.00 ,136603.00 ,产值确认单,44515.00 ,136603.00 ,44515.00 ,136603.00 ,44515.00 ,136603.00 ,44551.00 ,,,,,,,,,,,,,,,54641.20 ,,,,81961.80 ,,,,,,,,,,54641.20 ,,,,81961.80 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,204904.50 ,0.00 ,0.00 ,0.00 ,245885.40 ,0.00 ,0.00 ,0.00 ,,,0.00 ,,咨询-2,乙方提交全专业施工图设计咨询报告后，并经甲方认可后15个工作日内支付施工图设计咨询费,0.60 ,450789.90 ,450789.90 ,产值确认单,44555.00 ,450789.90 ,44547.00 ,450789.90 ,44754.00 ,450789.90 ,44768.00 ,,,,,,,,,,,,,,,204904.50 ,,,,245885.40 ,,,,,,,,,,204904.50 ,,,,245885.40 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-3,甲方完成施工图审查并取得审查合格证后15个工作日内支付施工图设计咨询费，按照《规划许可证》建筑面积进行结算,0.20 ,95622.10 ,94765.00 ,产值确认单,44851.00 ,94765.00 ,44851.00 ,94765.00 ,45862.00 ,94765.00 ,45989.00 ,,规划许可证面积为136431.58㎡,,,,,,,,,,,,,13537.86 ,,,,81227.14 ,,,,,,,,,,13537.86 ,,,,81227.14 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,13660.30 ,0.00 ,0.00 ,0.00 ,81961.80 ,0.00 ,0.00 ,0.00 ,,,0.00 ,,,,,,100000.00 ,产值确认单,45862.00 ,100000.00 ,45862.00 ,100000.00 ,45862.00 ,100000.00 ,45989.00 ,,增补结算10万元,,,,,,,,,,,,,100000.00 ,,,,,,,,,,,,,,100000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
47,中南,44766.00 ,"武汉铁建国际城项目
（完成）",CRCCRE-DC-XM-2022-014,"武汉国际城F地块项目建筑设计咨询服务合同
(案名：花语汀澜)",CRCCRE-SJ-ZX-2022-002,咨询,CRCCRE-ZN-WHGS-WHGJC-KF.QQ.02.05-2022-002,中铁房地产集团武汉有限公司,"原合同：169962.52
规整面积：
171873.18",全过程咨询：7元/㎡,1189737.64 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1189737.64 ,0.00 ,0.00 ,0.00 ,0.00 ,,0.00 ,/,咨询-1,合同签订后且甲方在提交首批设计资料给乙方后，三十个工作日内,0.20 ,237947.53 ,237947.53 ,产值确认单,44849.00 ,237947.53 ,44849.00 ,237947.53 ,44963.00 ,237947.53 ,45075.00 ,0.00 ,,,,,1203112.26 ,1203112.26 ,1203112.26 ,-13374.62 ,0.00 ,0.00 ,,,,,,,,237947.53 ,,,,,,,,,,,,,,237947.53 ,,,,,,,直接委托,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-2,乙方完成方案设计阶段的设计咨询工作并配合甲方取得《建设工程规划许可证》后，三十个工作日内,0.30 ,356921.29 ,135737.70 ,产值确认单,44849.00 ,135737.70 ,44849.00 ,135737.70 ,44963.00 ,135737.70 ,45075.00 ,,,首开区面积：64637平方米,,,,,,,,,,,,,,,,135737.70 ,,,,,,,,,,,,,,135737.70 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85445.89 ,产值确认单,44963.00 ,85445.89 ,44963.00 ,85445.89 ,44963.00 ,85445.89 ,45075.00 ,,,,,,,,,,,,,,,,,,,85445.89 ,,,,,,,,,,,,,,85445.89 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135737.70 ,产值确认单,45252.00 ,135737.70 ,45252.00 ,135737.70 ,45456.00 ,135737.70 ,45504.00 ,,,,,,,,,,,,,,,,,,,135737.70 ,,,,,,,,,,,,,,135737.70 ,,,,,,,,,135737.70 ,0.00 ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-3,乙方提交第一版全专业施工图设计咨询报告并配合甲方通过施工图审查机构的施工图审查后，三十个工作日内,0.30 ,356921.29 ,135737.70 ,产值确认单,44917.00 ,135737.70 ,44917.00 ,135737.70 ,44963.00 ,135737.70 ,45075.00 ,,,首开区面积：64637平方米,,,,,,,,,,,,,,,,135737.70 ,,,,,,,,,,,,,,135737.70 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221183.59 ,产值确认单,45252.00 ,221183.59 ,45252.00 ,221183.59 ,45456.00 ,221183.59 ,45504.00 ,,,,,,,,,,,,,,,,,,,221183.59 ,,,,,,,,,,,,,,221183.59 ,,,,,,,,,221183.59 ,0.00 ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-4,乙方完成该项目设计咨询总结报告并经甲方认可后，三十个工作日内,0.15 ,178460.65 ,178460.65 ,产值确认单,45252.00 ,178460.65 ,45252.00 ,178460.65 ,45456.00 ,178460.65 ,45504.00 ,,,,,,,,,,,,,,,,,,,178460.65 ,,,,,,,,,,,,,,178460.65 ,,,,,,,,,178460.65 ,0.00 ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-5,项目竣工备案后，三十个工作日内,0.05 ,59486.88 ,72861.50 ,产值确认单,45764.00 ,72861.50 ,45764.00 ,72861.50 ,45764.00 ,72861.50 ,45835.00 ,0.00 ,规证面积：171873.18,11月底竣工备案,,,,,,,,,,,,,,,,72861.50 ,,,,,,,,,,,,,,72861.50 ,,,,,,,,,,,,,,,,,,,,,
