Year,区域,签订日期,项目名称,合同编号,类型,甲方名称,合同总金额,key
2025,南沙,2025-11-04,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2025-031,批量精装,广州市天河区顺信房地产有限公司,321376,440
2025,南沙,2025-11-04,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2025-031,品质车库,广州市天河区顺信房地产有限公司,110642.28,441
2023,外部,2023-04-24,际华园荷府项目（际华贵港项目）,CRCCRE-SJ-CZ-2023-001,方案,贵港新兴城投有限责任公司,2200000,442
2021,中南,2021-09-10,"长沙杉木村项目
（湘语洺悦）
（完成）",CRCCRE-SJ-CZ-2021-011,方案+咨询,长沙京蓉房地产开发有限公司,1647716.76,443
2021,中南,2021-10-10,南昌经开区JQ3030-E03项目（完成）,CRCCRE-SJ-CZ-2021-012,方案+咨询,南昌京源房地产开发有限公司,2049045,444
2022,中南,2022-07-24,"武汉铁建国际城项目
（完成）",CRCCRE-SJ-ZX-2022-002,咨询,中铁房地产集团武汉有限公司,1189737.64,445
2022,中南,2022-11-27,"武汉国际城F地块项目
（完成）",CRCCRE-SJ-BIM-2022-010,BIM,中铁房地产集团武汉有限公司,318826.06,446
2023,中南,2023-11-22,"咨询：合肥瑶海项目
BIM:合肥长江东路项目
完成",CRCCRE-SJ-ZX-2023-053,咨询,合肥京尚房地产开发有限公司,410000,447
2023,中南,2023-12-12,武汉知语1901商业项目,CRCCRE-SJ-TOD-2023-053,"策划
方案设计",中铁房地产武汉蔡甸有限公司,1575000,448
2022,中南,2022-11-24,"合肥可研方案设计2023-053（7个）
(完成)",CRCCRE-SJ-CZ-2023-053,可研,中铁房地产集团合肥蜀山置业有限公司,160000,449
2023,中南,2023-09-18,"合肥包河BH202308地块项目
（花语江南）",CRCCRE-SJ-XM-2023-032,方案+景观+精装+咨询+多维汇报,合肥京朗房地产开发有限公司,8943712.5,450
2024,中南,2024-05-13,"合肥包河BH202308地块项目
（花语江南）",CRCCRE-SJ-XM-2023-032-B1,精装,合肥京朗房地产开发有限公司,118200,451
2023,中南,2023-12-25,长沙天心区044地块项目（花语江南）,CRCCRE-SJ-XM-2023-086,方案+景观+精装+咨询+多维汇报,长沙京昂房地产开发有限公司,11701540.83,452
2025,中南,2025-04-18,长沙天心区044地块项目,CRCCRE-SJ-XM-2023-086-B1,建筑+精装,长沙京昂房地产开发有限公司,1571248.86,453
2025,外部,2025-04-18,南光置业无锡项目,CRCCRE-SJ-ZX-2025-003,施工图咨询,无锡金银岛置业有限公司,490000,454
2023,外部,2023-04-28,南光置业无锡项目,CRCCRE-SJ-ZX-2023-001,施工图咨询,无锡金银岛置业有限公司,480000,455
2023,外部,2023-06-06,南通崇川五龙汇项目,CRCCRE-SJ-ZX-2023-002,全过程咨询,南光锦湾商业（南通）有限公司,453050,456
2023,外部,2023-11-09,南通崇川五龙汇项目,CRCCRE-SJ-ZX-2023-051,施工图精审,南光锦湾商业（南通）有限公司,300000,457
2023,外部,2023-12-25,际华四代住宅项目,CRCCRE-SJ-CZ-2023-057,可研,新兴际华资产经营管理有限公司,250000,458
2022,外部,2022-06-20,"清远际华园项目
（完成）",CRCCRE-SJ-CZ-2022-006,投标补偿,广东际华园投资发展有限公司,357351,459
2022,外部,2022-06-17,"咸宁际华园项目
（完成）",CRCCRE-SJ-CZ-2022-007,投标补偿,武汉际华园投资建设有限公司,400000,460
2023,外部,2023-09-25,西安咸阳际华项目（完成）,CRCCRE-SJ-XM-2023-030,投标补偿,山东绿城青和建筑设计有限公司,100000,461
2023,外部,2023-01-04,中国人民大学通州新校区项目,CRCCRE-SJ-BIM-2022-016,BIM深化,杭萧钢构(河北)建设有限公司,157500,462
2023,外部,2023-03-31,天津花语尚东一期项目,CRCCRE-SJ-BIM-2023-002,BIM,中铁建投（天津）城市发展有限公司,460000,463
2023,外部,2023-09-05,天津花语尚东项目三四期,CRCCRE-SJ-XM-2023-029,精装,中铁建投（天津）城市发展有限公司,390000,464
2023,外部,2023-07-15,中铁二十一局集团天津人才基地项目,CRCCRE-SJ-XM-2023-019,咨询,天津德盛和置业有限公司,420000,465
2023,外部,2023-06-30,宿州花语华府项目,CRCCRE-SJ-BIM-2023-013,BIM,中铁建投（宿州）城市发展有限公司,180000,466
2023,外部,2023-04-04,"通马路交通枢纽项目
（完成）",CRCCRE-SJ-BIM-2023-003,BIM深化,杭萧钢构(河北)建设有限公司,245000,467
2023,外部,2023-04-04,通州人民大学食堂项目,CRCCRE-SJ-BIM-2023-006,BIM深化,杭萧钢构(河北)建设有限公司,27000,468
2023,外部,2023-08-23,白云国际机场三期扩建工程三号航站楼项目,CRCCRE-SJ-BIM-2023-014,BIM深化,中建三局钢构科技有限公司,169600,469
2024,外部,2024-04-04,清华大学通州基地千人报告厅项目,CRCCRE-SJ-XM-2024-012,BIM深化,中建三局钢构科技有限公司,175112,470
2024,外部,2024-05-09,雄安城际站枢纽配套工程二区项目,CRCCRE-SJ-XM-2024-014,BIM深化,中建三局钢构科技有限公司,79712,471
2022,外部,2022-05-01,"响螺湾项目C-03地块可研
（完结）",CRCCRE-SJ-CZ-2022-005,可研,新兴达美（天津）投资有限公司,50000,472
